Number,Date,Flight number,From,To,Distance,Dep time,Arr time,Duration,Airline,Aircraft,Registration,Seat number
736,04/28/2018,27,Chicago / O'Hare (ORD/KORD),Seattle / Seattle-Tacoma (SEA/KSEA),1718,06:14:00,08:00:00,03:46:00,Alaska Airlines (AS/ASA),Boeing 737-900 (B739),N284AK,24C
735,04/14/2018,2470,Atlanta / Hartsfield-Jackson (ATL/KATL),Chicago / Chicago Midway (MDW/KMDW),592,22:19:00,22:41:00,01:22:00,Delta Air Lines (DL/DAL),McDonnell Douglas MD-90 (MD90),N922DX,27A
734,04/14/2018,2425,Oklahoma City / Oklahoma City (OKC/KOKC),Atlanta / Hartsfield-Jackson (ATL/KATL),760,16:23:00,19:07:00,01:44:00,Delta Air Lines (DL/DAL),Boeing 737-700 (B737),N301DQ,22F
733,04/13/2018,1681,Dallas / Dallas Love Fld (DAL/KDAL),Oklahoma City / Oklahoma City (OKC/KOKC),181,09:38:00,10:17:00,00:39:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N228WN,24F
732,04/13/2018,1729,Chicago / Chicago Midway (MDW/KMDW),Dallas / Dallas Love Fld (DAL/KDAL),795,05:35:00,07:35:00,02:00:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N7887A,24F
731,03/17/2018,1233,Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),Chicago / O'Hare (ORD/KORD),803,13:45:00,15:28:00,01:43:00,American Airlines (AA/AAL),Boeing 787-9 (B789),N822AN,13A
730,03/16/2018,2169,Chicago / O'Hare (ORD/KORD),Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),803,16:11:00,18:11:00,02:00:00,United Airlines (UA/UAL),Airbus A320-200 (A320),N491UA,30B
729,02/17/2018,1256,Houston / George Bush Intercontinental (IAH/KIAH),Chicago / O'Hare (ORD/KORD),927,16:47:00,18:44:00,01:57:00,United Airlines (UA/UAL),Airbus A320-200 (A320),N435UA,38A
728,02/17/2018,4027,Tulsa / Tulsa International (TUL/KTUL),Houston / George Bush Intercontinental (IAH/KIAH),431,13:17:00,14:31:00,01:14:00,ExpressJet Airlines (XE/ASQ),Embraer ERJ-145 (E145),N27200,21A
727,02/11/2018,4505,Chicago / O'Hare (ORD/KORD),Tulsa / Tulsa International (TUL/KTUL),586,15:59:00,17:36:00,01:37:00,GoJet Airlines (G7/GJS),Bombardier CRJ-700 (CRJ7),N158GJ,15D
726,02/10/2018,1690,Charlotte / Douglas (CLT/KCLT),Chicago / O'Hare (ORD/KORD),600,20:15:00,20:49:00,01:34:00,American Airlines (AA/AAL),Airbus A321-200 (A321),N572UW,8F
725,02/10/2018,1451,New York / John F Kennedy (JFK/KJFK),Charlotte / Douglas (CLT/KCLT),542,17:12:00,18:48:00,01:36:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N830NN,11A
724,02/10/2018,3620,Cincinnati / Northern Kentucky Int (CVG/KCVG),New York / John F Kennedy (JFK/KJFK),588,12:47:00,14:16:00,01:29:00,Envoy Air (MQ/ENY),Embraer ERJ-140 (E140),N836AE,12A
723,02/10/2018,3415,Chicago / O'Hare (ORD/KORD),Cincinnati / Northern Kentucky Int (CVG/KCVG),265,10:04:00,11:48:00,00:44:00,Envoy Air (MQ/ENY),Embraer ERJ-175 (E175),N251NN,15A
722,02/03/2018,4655,Nashville / Nashville (BNA/KBNA),Milwaukee / Gen Mitchell (MKE/KMKE),476,19:16:00,20:29:00,01:13:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N286WN,5F
721,02/02/2018,3597,Detroit / Detroit Metropolitan Wayne Co (DTW/KDTW),Nashville / Nashville (BNA/KBNA),457,22:17:00,22:28:00,01:11:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-900 (CRJ9),N814SK,14D
720,02/02/2018,4605,Milwaukee / Gen Mitchell (MKE/KMKE),Detroit / Detroit Metropolitan Wayne Co (DTW/KDTW),237,18:54:00,20:33:00,00:39:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-900 (CRJ9),N814SK,17D
719,01/27/2018,567,Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),Chicago / O'Hare (ORD/KORD),803,14:16:00,15:58:00,01:42:00,United Airlines (UA/UAL),Airbus A320-200 (A320),N401UA,23B
718,01/26/2018,1718,Chicago / O'Hare (ORD/KORD),Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),803,18:07:00,20:07:00,02:00:00,United Airlines (UA/UAL),Airbus A319-100 (A319),N811UA,22E
717,01/20/2018,418,Charlotte / Douglas (CLT/KCLT),Chicago / O'Hare (ORD/KORD),600,19:03:00,19:27:00,01:24:00,American Airlines (AA/AAL),Airbus A321-200 (A321),N191UW,7F
716,01/20/2018,457,Philadelphia / Philadelphia (PHL/KPHL),Charlotte / Douglas (CLT/KCLT),449,15:31:00,16:42:00,01:11:00,American Airlines (AA/AAL),Airbus A321-200 (A321),N584UW,3A
715,01/20/2018,5472,New Haven / Tweed (HVN/KHVN),Philadelphia / Philadelphia (PHL/KPHL),157,12:59:00,13:42:00,00:43:00,PSA Airlines (OH/JIA),Bombardier CRJ-200 (CRJ2),N241PS,2A
714,01/20/2018,5472,Philadelphia / Philadelphia (PHL/KPHL),New Haven / Tweed (HVN/KHVN),157,11:04:00,11:45:00,00:41:00,PSA Airlines (OH/JIA),Bombardier CRJ-200 (CRJ2),N241PS,2A
713,01/20/2018,2001,Chicago / O'Hare (ORD/KORD),Philadelphia / Philadelphia (PHL/KPHL),677,07:08:00,09:44:00,01:36:00,American Airlines (AA/AAL),Airbus A321-200 (A321),N573UW,4A
712,01/15/2018,2467,Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),Chicago / O'Hare (ORD/KORD),803,19:25:00,21:06:00,01:41:00,American Airlines (AA/AAL),Boeing 787-8 (B788),N802AN,8K
711,01/15/2018,1775,Charlotte / Douglas (CLT/KCLT),Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),935,16:25:00,17:49:00,02:24:00,American Airlines (AA/AAL),Airbus A319-100 (A319),N833AW,8B
710,01/15/2018,1184,Fort Lauderdale / Hollywood (FLL/KFLL),Charlotte / Douglas (CLT/KCLT),634,13:24:00,14:58:00,01:34:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N977NN,11F
709,01/15/2018,2265,Chicago / O'Hare (ORD/KORD),Fort Lauderdale / Hollywood (FLL/KFLL),1185,08:31:00,12:07:00,02:36:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N959NN,16F
708,01/14/2018,1626,Washington / Washington National (DCA/KDCA),Chicago / O'Hare (ORD/KORD),611,20:33:00,21:10:00,01:37:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N932NN,28B
707,01/14/2018,3413,Pensacola / Pensacola Regl (PNS/KPNS),Washington / Washington National (DCA/KDCA),817,15:22:00,18:01:00,01:39:00,Envoy Air (MQ/ENY),Embraer ERJ-175 (E175),N238NN,12F
706,01/13/2018,2220,Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),Pensacola / Pensacola Regl (PNS/KPNS),603,14:50:00,16:12:00,01:22:00,American Airlines (AA/AAL),McDonnell Douglas MD-83 (MD83),N983TW,18D
705,01/13/2018,2526,Chicago / O'Hare (ORD/KORD),Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),803,10:37:00,12:31:00,01:54:00,American Airlines (AA/AAL),Airbus A321-200 (A321),N995AN,16B
704,12/19/2017,1997,Cincinnati / Northern Kentucky Int (CVG/KCVG),Chicago / Chicago Midway (MDW/KMDW),249,18:32:00,18:23:00,00:51:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N749SW,9A
703,12/19/2017,561,Baltimore / Washington (BWI/KBWI),Cincinnati / Northern Kentucky Int (CVG/KCVG),429,15:48:00,17:03:00,01:15:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N234WN,16F
702,12/19/2017,1599,Buffalo / Greater Buffalo (BUF/KBUF),Baltimore / Washington (BWI/KBWI),282,10:47:00,11:33:00,00:46:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N737JW,22F
701,12/19/2017,1599,Chicago / Chicago Midway (MDW/KMDW),Buffalo / Greater Buffalo (BUF/KBUF),468,07:55:00,09:58:00,01:03:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N737JW,22F
700,12/16/2017,2597,Kansas City / Kansas City (MCI/KMCI),Chicago / O'Hare (ORD/KORD),402,16:40:00,17:50:00,01:10:00,American Airlines (AA/AAL),McDonnell Douglas MD-82 (MD82),N426AA,5F
699,12/16/2017,1568,Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),Kansas City / Kansas City (MCI/KMCI),461,13:01:00,14:05:00,01:04:00,American Airlines (AA/AAL),McDonnell Douglas MD-83 (MD83),N9677W,9F
698,12/16/2017,323,St Louis / St Louis (STL/KSTL),Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),551,09:58:00,11:24:00,01:26:00,American Airlines (AA/AAL),McDonnell Douglas MD-83 (MD83),N9677W,3B
697,12/16/2017,1102,Chicago / O'Hare (ORD/KORD),St Louis / St Louis (STL/KSTL),258,08:24:00,09:05:00,00:41:00,American Airlines (AA/AAL),McDonnell Douglas MD-83 (MD83),N9677W,6F
696,12/12/2017,1690,Charlotte / Douglas (CLT/KCLT),Chicago / O'Hare (ORD/KORD),600,20:12:00,20:52:00,01:40:00,American Airlines (AA/AAL),Airbus A321-200 (A321),N974UY,13A
695,12/12/2017,1914,Savannah / Savannah (SAV/KSAV),Charlotte / Douglas (CLT/KCLT),214,18:21:00,19:11:00,00:50:00,American Airlines (AA/AAL),Airbus A319-100 (A319),N708UW,9A
694,12/12/2017,1633,Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),Savannah / Savannah (SAV/KSAV),924,12:31:00,15:21:00,01:50:00,American Airlines (AA/AAL),Airbus A319-100 (A319),N801AW,9F
693,12/12/2017,323,St Louis / St Louis (STL/KSTL),Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),551,09:35:00,10:53:00,01:18:00,American Airlines (AA/AAL),McDonnell Douglas MD-83 (MD83),N963TW,11A
692,12/12/2017,1102,Chicago / O'Hare (ORD/KORD),St Louis / St Louis (STL/KSTL),258,07:45:00,08:24:00,00:39:00,American Airlines (AA/AAL),McDonnell Douglas MD-83 (MD83),N963TW,10F
691,12/02/2017,3167,Atlanta / Hartsfield-Jackson (ATL/KATL),Chicago / O'Hare (ORD/KORD),607,15:15:00,15:53:00,01:38:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-700 (CRJ7),N709SK,13C
690,12/01/2017,2704,Chicago / O'Hare (ORD/KORD),Atlanta / Hartsfield-Jackson (ATL/KATL),607,18:55:00,21:16:00,01:21:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N973NN,21D
689,11/29/2017,1381,Charlotte / Douglas (CLT/KCLT),Chicago / O'Hare (ORD/KORD),600,16:50:00,17:21:00,01:31:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N890NN,17F
688,11/29/2017,4906,Roanoke / Woodrum (ROA/KROA),Charlotte / Douglas (CLT/KCLT),155,14:36:00,15:26:00,00:50:00,Piedmont Airlines (US/PDT),Bombardier Dash 8-300 (DH8C),N327EN,11F
687,11/29/2017,4798,Charlotte / Douglas (CLT/KCLT),Roanoke / Woodrum (ROA/KROA),155,11:28:00,12:10:00,00:42:00,Piedmont Airlines (US/PDT),Bombardier Dash 8-100 (DH8A),N809EX,1F
686,11/29/2017,468,Chicago / O'Hare (ORD/KORD),Charlotte / Douglas (CLT/KCLT),600,05:33:00,07:55:00,01:22:00,American Airlines (AA/AAL),Airbus A321-200 (A321),N580UW,30F
685,11/18/2017,2370,Detroit / Detroit Metropolitan Wayne Co (DTW/KDTW),Chicago / Chicago Midway (MDW/KMDW),228,18:41:00,18:29:00,00:48:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N773SA,13F
684,11/18/2017,2370,Atlanta / Hartsfield-Jackson (ATL/KATL),Detroit / Detroit Metropolitan Wayne Co (DTW/KDTW),596,16:02:00,17:30:00,01:28:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N773SA,13F
683,11/17/2017,1164,Chicago / Chicago Midway (MDW/KMDW),Atlanta / Hartsfield-Jackson (ATL/KATL),592,09:14:00,11:31:00,01:17:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N7726A,23F
682,11/14/2017,6066,Birmingham / Shuttlesworth (BHM/KBHM),Chicago / Chicago Midway (MDW/KMDW),571,18:54:00,20:22:00,01:28:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N759GS,23F
681,11/14/2017,6066,Tampa / Tampa (TPA/KTPA),Birmingham / Shuttlesworth (BHM/KBHM),461,18:01:00,18:08:00,01:07:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N759GS,23F
680,11/14/2017,4561,Raleigh-Durham / Durham (RDU/KRDU),Tampa / Tampa (TPA/KTPA),589,12:19:00,13:47:00,01:28:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N966WN,22A
679,11/14/2017,1271,Chicago / Chicago Midway (MDW/KMDW),Raleigh-Durham / Durham (RDU/KRDU),632,08:44:00,11:11:00,01:27:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N434WN,18F
678,11/11/2017,3127,Chicago / O'Hare (ORD/KORD),Milwaukee / Gen Mitchell (MKE/KMKE),67,20:08:00,20:27:00,00:19:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-200 (CRJ2),N466SW,5A
677,11/11/2017,1381,Charlotte / Douglas (CLT/KCLT),Chicago / O'Hare (ORD/KORD),600,16:44:00,17:17:00,01:33:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N993NN,21F
676,11/11/2017,5063,Gainesville / Gainesville Regl (GNV/KGNV),Charlotte / Douglas (CLT/KCLT),390,14:02:00,15:00:00,00:58:00,PSA Airlines (OH/JIA),Bombardier CRJ-700 (CRJ7),N712PS,13A
675,11/10/2017,1495,Atlanta / Hartsfield-Jackson (ATL/KATL),Gainesville / Gainesville Regl (GNV/KGNV),301,20:10:00,20:56:00,00:46:00,Delta Air Lines (DL/DAL),McDonnell Douglas MD-88 (MD88),N976DL,32E
674,11/10/2017,1332,Milwaukee / Gen Mitchell (MKE/KMKE),Atlanta / Hartsfield-Jackson (ATL/KATL),671,13:43:00,16:11:00,01:28:00,Delta Air Lines (DL/DAL),McDonnell Douglas MD-88 (MD88),N975DL,23E
673,11/08/2017,1786,Minneapolis / St Paul (MSP/KMSP),Milwaukee / Gen Mitchell (MKE/KMKE),297,20:58:00,21:50:00,00:52:00,Delta Air Lines (DL/DAL),McDonnell Douglas MD-90 (MD90),N948DN,37E
672,11/08/2017,1667,St Louis / St Louis (STL/KSTL),Minneapolis / St Paul (MSP/KMSP),449,17:18:00,18:29:00,01:11:00,Delta Air Lines (DL/DAL),Boeing 717-200 (B712),N943AT,21C
671,11/08/2017,1504,Detroit / Detroit Metropolitan Wayne Co (DTW/KDTW),St Louis / St Louis (STL/KSTL),440,15:38:00,15:43:00,01:05:00,Delta Air Lines (DL/DAL),Boeing 717-200 (B712),N952AT,28E
670,11/08/2017,974,Milwaukee / Gen Mitchell (MKE/KMKE),Detroit / Detroit Metropolitan Wayne Co (DTW/KDTW),237,09:19:00,10:58:00,00:39:00,Delta Air Lines (DL/DAL),McDonnell Douglas MD-88 (MD88),N974DL,34A
669,11/04/2017,2346,Atlanta / Hartsfield-Jackson (ATL/KATL),Chicago / Chicago Midway (MDW/KMDW),592,18:34:00,18:59:00,01:25:00,Delta Air Lines (DL/DAL),Airbus A319-100 (A319),N366NB,24F
668,11/04/2017,2451,Memphis / Memphis (MEM/KMEM),Atlanta / Hartsfield-Jackson (ATL/KATL),331,15:14:00,17:06:00,00:52:00,Delta Air Lines (DL/DAL),McDonnell Douglas MD-88 (MD88),N992DL,21A
667,11/03/2017,4592,Houston / William P Hobby (HOU/KHOU),Memphis / Memphis (MEM/KMEM),485,10:41:00,11:52:00,01:11:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N473WN,15A
666,11/03/2017,1483,Chicago / Chicago Midway (MDW/KMDW),Houston / William P Hobby (HOU/KHOU),939,07:26:00,09:40:00,02:14:00,Southwest Airlines (WN/SWA),Boeing 737 MAX 8 (B38M),N8712L,26A
665,10/31/2017,321,New York / La Guardia (LGA/KLGA),Chicago / O'Hare (ORD/KORD),732,21:23:00,22:18:00,01:55:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N339PL,28C
664,10/31/2017,2074,Philadelphia / Philadelphia (PHL/KPHL),New York / La Guardia (LGA/KLGA),96,18:44:00,19:15:00,00:31:00,American Airlines (AA/AAL),Embraer ERJ-190 (E190),N956UW,23A
663,10/31/2017,5014,Islip / Long Island MacArthur (ISP/KISP),Philadelphia / Philadelphia (PHL/KPHL),130,15:09:00,16:13:00,01:04:00,Piedmont Airlines (US/PDT),Bombardier Dash 8-100 (DH8A),N806EX,8A
662,10/31/2017,4850,Philadelphia / Philadelphia (PHL/KPHL),Islip / Long Island MacArthur (ISP/KISP),130,13:50:00,14:30:00,00:40:00,Piedmont Airlines (US/PDT),Bombardier Dash 8-100 (DH8A),N806EX,9A
661,10/31/2017,1839,Charlotte / Douglas (CLT/KCLT),Philadelphia / Philadelphia (PHL/KPHL),449,09:33:00,10:37:00,01:04:00,American Airlines (AA/AAL),Airbus A321-200 (A321),N567UW,31E
660,10/31/2017,1934,Chicago / O'Hare (ORD/KORD),Charlotte / Douglas (CLT/KCLT),600,05:33:00,07:54:00,01:21:00,American Airlines (AA/AAL),Airbus A321-200 (A321),N199UW,32B
659,10/21/2017,3400,Atlanta / Hartsfield-Jackson (ATL/KATL),Chicago / O'Hare (ORD/KORD),607,13:39:00,14:04:00,01:25:00,Republic Airlines (YX/RPA),Embraer ERJ-170 (E170),N641RW,11A
658,10/20/2017,1526,Chicago / O'Hare (ORD/KORD),Atlanta / Hartsfield-Jackson (ATL/KATL),607,18:17:00,20:40:00,01:23:00,United Airlines (UA/UAL),Boeing 737-900 (B739),N69818,14D
657,10/14/2017,1233,Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),Chicago / O'Hare (ORD/KORD),803,14:09:00,15:47:00,01:38:00,American Airlines (AA/AAL),Boeing 777-200 (B772),N799AN,6L
656,10/13/2017,2375,Chicago / O'Hare (ORD/KORD),Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),803,19:42:00,21:30:00,01:48:00,American Airlines (AA/AAL),Boeing 777-200 (B772),N799AN,36D
655,10/11/2017,1929,Miami / Miami International (MIA/KMIA),Chicago / O'Hare (ORD/KORD),1201,12:28:00,14:10:00,02:42:00,American Airlines (AA/AAL),Airbus A321-200 (A321),N562UW,31E
654,10/11/2017,233,Chicago / O'Hare (ORD/KORD),Miami / Miami International (MIA/KMIA),1201,05:48:00,09:28:00,02:40:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N352PS,22F
653,10/10/2017,2530,Ft Myers / SW Florida (RSW/KRSW),Chicago / O'Hare (ORD/KORD),1124,13:18:00,14:56:00,02:38:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N987NN,27B
652,10/10/2017,2530,Chicago / O'Hare (ORD/KORD),Ft Myers / SW Florida (RSW/KRSW),1124,07:48:00,11:35:00,02:47:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N987NN,28E
651,10/07/2017,1328,Philadelphia / Philadelphia (PHL/KPHL),Chicago / O'Hare (ORD/KORD),677,21:16:00,21:58:00,01:42:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N949AN,10F
650,10/07/2017,4710,Pittsburgh / Pittsburgh (PIT/KPIT),Philadelphia / Philadelphia (PHL/KPHL),267,16:03:00,16:52:00,00:49:00,Republic Airlines (YX/RPA),Embraer ERJ-175 (E175),N105HQ,4A
649,10/06/2017,1008,Chicago / O'Hare (ORD/KORD),Pittsburgh / Pittsburgh (PIT/KPIT),412,15:29:00,17:27:00,00:58:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N912NN,9A
648,10/03/2017,1074,Houston / George Bush Intercontinental (IAH/KIAH),Chicago / O'Hare (ORD/KORD),927,18:42:00,20:43:00,02:01:00,United Airlines (UA/UAL),Boeing 737-900 (B739),N64809,15E
647,10/03/2017,374,Chicago / O'Hare (ORD/KORD),Houston / George Bush Intercontinental (IAH/KIAH),927,13:17:00,15:22:00,02:05:00,United Airlines (UA/UAL),Boeing 767-300 (B763),N642UA,31B
646,09/09/2017,2576,Los Angeles / Los Angeles International (LAX/KLAX),Chicago / O'Hare (ORD/KORD),1743,18:05:00,23:15:00,03:10:00,American Airlines (AA/AAL),Boeing 787-8 (B788),N802AN,18A
645,09/09/2017,6048,Sacramento / Sacramento (SMF/KSMF),Los Angeles / Los Angeles International (LAX/KLAX),374,13:37:00,14:44:00,01:07:00,Compass Airlines (CP/CPZ),Embraer ERJ-175 (E175),N206NN,4A
644,09/08/2017,5685,Los Angeles / Los Angeles International (LAX/KLAX),Sacramento / Sacramento (SMF/KSMF),374,11:23:00,12:16:00,00:53:00,Compass Airlines (CP/CPZ),Embraer ERJ-175 (E175),N624CZ,17A
643,09/08/2017,1358,Minneapolis / St Paul (MSP/KMSP),Los Angeles / Los Angeles International (LAX/KLAX),1535,09:00:00,10:11:00,03:11:00,Delta Air Lines (DL/DAL),Boeing 757-300 (B753),N592NW,40A
642,09/08/2017,814,Chicago / O'Hare (ORD/KORD),Minneapolis / St Paul (MSP/KMSP),334,06:31:00,07:38:00,01:07:00,Delta Air Lines (DL/DAL),McDonnell Douglas MD-88 (MD88),N927DA,23E
641,09/05/2017,2026,Washington / Dulles (IAD/KIAD),Cleveland / Hopkins (CLE/KCLE),288,19:04:00,19:50:00,00:46:00,United Airlines (UA/UAL),Boeing 737-900 (B739),N37474,12C
640,09/05/2017,210,New Orleans / Moisant Fld (MSY/KMSY),Washington / Dulles (IAD/KIAD),956,12:49:00,15:53:00,02:04:00,United Airlines (UA/UAL),Boeing 737-900 (B739),N66825,15F
639,09/05/2017,520,Chicago / O'Hare (ORD/KORD),New Orleans / Moisant Fld (MSY/KMSY),839,09:37:00,11:24:00,01:47:00,United Airlines (UA/UAL),Airbus A319-100 (A319),N810UA,34A
638,09/05/2017,1295,Cleveland / Hopkins (CLE/KCLE),Chicago / O'Hare (ORD/KORD),315,06:19:00,06:11:00,00:52:00,United Airlines (UA/UAL),Boeing 737-900 (B739),N81449,31E
637,08/29/2017,1223,Grand Rapids / Kent Co (GRR/KGRR),Chicago / Chicago Midway (MDW/KMDW),137,18:33:00,18:14:00,00:41:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N236WN,5A
636,08/29/2017,1223,Baltimore / Washington (BWI/KBWI),Grand Rapids / Kent Co (GRR/KGRR),528,16:28:00,17:43:00,01:15:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N236WN,5A
635,08/29/2017,792,Providence / Providence-Theodore Francis (PVD/KPVD),Baltimore / Washington (BWI/KBWI),327,13:37:00,14:41:00,01:04:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N7849A,6F
634,08/29/2017,792,Chicago / Chicago Midway (MDW/KMDW),Providence / Providence-Theodore Francis (PVD/KPVD),841,09:55:00,12:39:00,01:44:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N7849A,23F
633,08/26/2017,2313,Minneapolis / St Paul (MSP/KMSP),Chicago / O'Hare (ORD/KORD),334,20:42:00,21:30:00,00:48:00,Delta Air Lines (DL/DAL),McDonnell Douglas MD-90 (MD90),N933DN,32A
632,08/26/2017,2253,Omaha / Eppley Airfield (OMA/KOMA),Minneapolis / St Paul (MSP/KMSP),282,17:26:00,18:16:00,00:50:00,Delta Air Lines (DL/DAL),Boeing 717-200 (B712),N949AT,22A
631,08/25/2017,3897,Detroit / Detroit Metropolitan Wayne Co (DTW/KDTW),Omaha / Eppley Airfield (OMA/KOMA),650,12:21:00,12:48:00,01:27:00,Endeavor Air (9E/EDV),Bombardier CRJ-900 (CRJ9),N314PQ,13B
630,08/25/2017,1466,Chicago / O'Hare (ORD/KORD),Detroit / Detroit Metropolitan Wayne Co (DTW/KDTW),234,07:07:00,08:56:00,00:49:00,Delta Air Lines (DL/DAL),McDonnell Douglas MD-88 (MD88),N928DL,30E
629,08/19/2017,175,Atlanta / Hartsfield-Jackson (ATL/KATL),Chicago / O'Hare (ORD/KORD),607,17:56:00,18:30:00,01:34:00,Delta Air Lines (DL/DAL),McDonnell Douglas MD-88 (MD88),N917DL,23C
628,08/19/2017,1912,Houston / William P Hobby (HOU/KHOU),Atlanta / Hartsfield-Jackson (ATL/KATL),696,13:11:00,15:47:00,01:36:00,Delta Air Lines (DL/DAL),Boeing 717-200 (B712),N939AT,13A
627,08/18/2017,1722,Chicago / O'Hare (ORD/KORD),Houston / George Bush Intercontinental (IAH/KIAH),927,18:19:00,20:31:00,02:12:00,United Airlines (UA/UAL),Boeing 757-300 (B753),N57868,40C
626,08/14/2017,3403,Kansas City / Kansas City (MCI/KMCI),Chicago / O'Hare (ORD/KORD),402,16:04:00,17:09:00,01:05:00,Envoy Air (MQ/ENY),Bombardier CRJ-700 (CRJ7),N533AE,8A
625,08/13/2017,3793,Chicago / O'Hare (ORD/KORD),Kansas City / Kansas City (MCI/KMCI),402,12:27:00,13:30:00,01:03:00,Envoy Air (MQ/ENY),Bombardier CRJ-700 (CRJ7),N528EG,1D
624,08/11/2017,1067,Phoenix / Sky Harbor (PHX/KPHX),Chicago / O'Hare (ORD/KORD),1439,23:31:00,04:18:00,02:47:00,United Airlines (UA/UAL),Boeing 737-900 (B739),N27421,4A
623,08/06/2017,373,Chicago / O'Hare (ORD/KORD),Phoenix / Sky Harbor (PHX/KPHX),1439,12:29:00,13:46:00,03:17:00,United Airlines (UA/UAL),Boeing 737-700 (B737),N14704,23F
622,08/05/2017,3665,Atlanta / Hartsfield-Jackson (ATL/KATL),Chicago / O'Hare (ORD/KORD),607,11:51:00,12:27:00,01:36:00,Republic Airlines (YX/RPA),Embraer ERJ-175 (E175),N725YX,12A
621,08/04/2017,1730,Chicago / O'Hare (ORD/KORD),Atlanta / Hartsfield-Jackson (ATL/KATL),607,18:02:00,20:29:00,01:27:00,United Airlines (UA/UAL),Airbus A319-100 (A319),N848UA,31F
620,07/22/2017,1234,Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),Milwaukee / Gen Mitchell (MKE/KMKE),854,21:02:00,22:49:00,01:47:00,American Airlines (AA/AAL),McDonnell Douglas MD-83 (MD83),N968TW,5B
619,07/22/2017,3576,Boise / Boise-Gowen Fld (BOI/KBOI),Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),1272,11:49:00,15:33:00,02:44:00,Envoy Air (MQ/ENY),Embraer ERJ-175 (E175),N225NN,3A
618,07/21/2017,2195,Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),Boise / Boise-Gowen Fld (BOI/KBOI),1272,18:31:00,20:11:00,02:40:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N864NN,5F
617,07/21/2017,2297,Milwaukee / Gen Mitchell (MKE/KMKE),Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),854,10:09:00,12:04:00,01:55:00,American Airlines (AA/AAL),McDonnell Douglas MD-82 (MD82),N555AN,10A
616,07/08/2017,2455,Minneapolis / St Paul (MSP/KMSP),Chicago / O'Hare (ORD/KORD),334,12:34:00,13:22:00,00:48:00,American Airlines (AA/AAL),McDonnell Douglas MD-83 (MD83),N983TW,6F
